asset_id,symbol,asset_class,sector,industry,country,market_cap,source,status
stock:BXMT,BXMT,stock,Real Estate,REIT - Mortgage,United States,2815328000.0,yfinance,complete
stock:BY,BY,stock,Financial Services,Banks - Regional,United States,1752797312.0,yfinance,complete
stock:BYD,BYD,stock,Consumer Cyclical,Resorts & Casinos,United States,6469697024.0,yfinance,complete
stock:BYND,BYND,stock,Consumer Defensive,Packaged Foods,United States,288024864.0,yfinance,complete
stock:BYRN,BYRN,stock,Industrials,Aerospace & Defense,United States,80334480.0,yfinance,complete
stock:BZAI,BZAI,stock,Technology,Software - Application,United States,128567560.0,yfinance,complete
stock:BZFD,BZFD,stock,Communication Services,Internet Content & Information,United States,92389064.0,yfinance,complete
stock:BZH,BZH,stock,Consumer Cyclical,Residential Construction,United States,907209600.0,yfinance,complete
stock:C,C,stock,Financial Services,Banks - Diversified,United States,221735518208.0,yfinance,complete
stock:CABA,CABA,stock,Healthcare,Biotechnology,United States,438617408.0,yfinance,complete
stock:CABO,CABO,stock,Communication Services,Telecom Services,United States,213469472.0,yfinance,complete
stock:CAC,CAC,stock,Financial Services,Banks - Regional,United States,924048960.0,yfinance,complete
stock:CACI,CACI,stock,Technology,Information Technology Services,United States,10753383424.0,yfinance,complete
stock:CADL,CADL,stock,Healthcare,Biotechnology,United States,700463552.0,yfinance,complete
stock:CAE,CAE,stock,Industrials,Aerospace & Defense,Canada,8097376256.0,yfinance,complete
stock:CAES,CAES,stock,Financial Services,Shell Companies,United States,321048000.0,yfinance,complete
stock:CAH,CAH,stock,Healthcare,Medical Distribution,United States,53405962240.0,yfinance,complete
stock:CAI,CAI,stock,Healthcare,Biotechnology,United States,4387204608.0,yfinance,complete
stock:CAKE,CAKE,stock,Consumer Cyclical,Restaurants,United States,4209344000.0,yfinance,complete
stock:CAL,CAL,stock,Consumer Cyclical,Apparel Retail,United States,395687168.0,yfinance,complete
stock:CALC,CALC,stock,Healthcare,Biotechnology,United States,12004923.0,yfinance,complete
stock:CALM,CALM,stock,Consumer Defensive,Farm Products,United States,4279053312.0,yfinance,complete
stock:CANG,CANG,stock,Financial Services,Capital Markets,United States,69327128.0,yfinance,complete
stock:CAPN,CAPN,stock,Financial Services,Shell Companies,United States,58697824.0,yfinance,complete
stock:CAPR,CAPR,stock,Healthcare,Biotechnology,United States,1140864256.0,yfinance,complete
stock:CAR,CAR,stock,Industrials,Rental & Leasing Services,United States,5633628160.0,yfinance,complete
stock:CARG,CARG,stock,Consumer Cyclical,Auto & Truck Dealerships,United States,3009543424.0,yfinance,complete
stock:CARL,CARL,stock,Healthcare,Health Information Services,United States,293597280.0,yfinance,complete
stock:CARR,CARR,stock,Industrials,Building Products & Equipment,United States,57210376192.0,yfinance,complete
stock:CART,CART,stock,Consumer Cyclical,Internet Retail,United States,9920608256.0,yfinance,complete
stock:CASH,CASH,stock,Financial Services,Banks - Regional,United States,1813351936.0,yfinance,complete
stock:CAST,CAST,stock,Communication Services,Broadcasting,United States,91831448.0,yfinance,complete
stock:CASY,CASY,stock,Consumer Cyclical,Specialty Retail,United States,31884541952.0,yfinance,complete
stock:CATO,CATO,stock,Consumer Cyclical,Apparel Retail,United States,65864232.0,yfinance,complete
stock:CATX,CATX,stock,Healthcare,Medical Devices,United States,331874464.0,yfinance,complete
stock:CAVA,CAVA,stock,Consumer Cyclical,Restaurants,United States,7222543360.0,yfinance,complete
stock:CBAN,CBAN,stock,Financial Services,Banks - Regional,United States,462098400.0,yfinance,complete
stock:CBAT,CBAT,stock,Industrials,Electrical Equipment & Parts,China,46317448.0,yfinance,complete
stock:CBC,CBC,stock,Financial Services,Banks - Regional,United States,7682171904.0,yfinance,complete
stock:CBIO,CBIO,stock,Healthcare,Biotechnology,United States,602492288.0,yfinance,complete
stock:CBLL,CBLL,stock,Healthcare,Medical Devices,United States,641611072.0,yfinance,complete
stock:CBNK,CBNK,stock,Financial Services,Banks - Regional,United States,588487424.0,yfinance,complete
stock:CBOE,CBOE,stock,Financial Services,Financial Data & Stock Exchanges,United States,29833654272.0,yfinance,complete
stock:CBRL,CBRL,stock,Consumer Cyclical,Restaurants,United States,1200496896.0,yfinance,complete
stock:CBRS,CBRS,stock,Technology,Semiconductors,United States,44374003712.0,yfinance,complete
stock:CBT,CBT,stock,Basic Materials,Specialty Chemicals,United States,4653670912.0,yfinance,complete
stock:CBUS,CBUS,stock,Healthcare,Biotechnology,United States,137656272.0,yfinance,complete
stock:CBZ,CBZ,stock,Industrials,Specialty Business Services,United States,2287045376.0,yfinance,complete
stock:CC,CC,stock,Basic Materials,Specialty Chemicals,United States,2589504000.0,yfinance,complete
stock:CCAQ,CCAQ,stock,Financial Services,Shell Companies,United States,212039856.0,yfinance,complete
stock:CCBG,CCBG,stock,Financial Services,Banks - Regional,United States,882432640.0,yfinance,complete
stock:CCC,CCC,stock,Technology,Software - Application,United States,3415994112.0,yfinance,complete
stock:CCCC,CCCC,stock,Healthcare,Biotechnology,United States,375928576.0,yfinance,complete
stock:CCEC,CCEC,stock,Industrials,Marine Shipping,Greece,1403648896.0,yfinance,complete
stock:CCEL,CCEL,stock,Healthcare,Medical Care Facilities,United States,27896770.0,yfinance,complete
stock:CCEP,CCEP,stock,Consumer Defensive,Beverages - Non-Alcoholic,United Kingdom,46488825856.0,yfinance,complete
stock:CCHH,CCHH,stock,Consumer Cyclical,Restaurants,Malaysia,5265869.0,yfinance,complete
stock:CCI,CCI,stock,Real Estate,REIT - Specialty,United States,32731299840.0,yfinance,complete
stock:CCII,CCII,stock,Financial Services,Shell Companies,United States,358729056.0,yfinance,complete
stock:CCIX,CCIX,stock,Financial Services,Shell Companies,United States,398888000.0,yfinance,complete
stock:CCL,CCL,stock,Consumer Cyclical,Travel Services,United States,36062863360.0,yfinance,complete
stock:CCLD,CCLD,stock,Healthcare,Health Information Services,United States,94334344.0,yfinance,complete
